Right2Left,UpsideDown,Vert,Left2Right
3.73696667618708,0.541719213420899,2.38751919366283,3.00782129807905
0.514583271659701,-1.96956984650727,0.862504411050968,-0.77256485806716
1.09954240611206,3.23946746225404,2.26181011061929,-1.70039283131417
1.32193386565598,3.76671399749908,1.58496730969661,-0.999971146387717
-0.807329675115295,-2.0703287359721,1.23654272630073,2.50140033195863
0.899702827029011,2.80735698304905,3.01380758571779,1.73696992224484
1.68252230468676,2.68805823234824,3.91427108286337,2.60716061461534
0.125544106727789,1.95936172528513,-16.6096404744368,0.362581300302499
2.1096278340006,2.09366248723867,3.78617063790709,1.4426878274713E-05
-1.81623723976647,1.38904779920735,-0.48540662958105,3.6136953978036
1.87447305253361,-0.415018263473204,0.872772690229772,5.96047186749614
2.80735698304905,0.134314236206542,3.39855074456251,5.91886347573657
-1.17581724154631,2.29123424510292,-0.568262368048029,0.837736643300795
2.91822397650718,2.43768890114,-0.925972007610848,2.23490809743932
-3.94463628787683,1.76651411012766,1.62396131307334,1.71989646041056
1.84212436405598,2.80735698304905,3.78403489511234,3.77512764293516
3.09565392674369,2.97400662762321,1.42049731905179,1.0339543776261
0.07908522843961,-0.077987283633994,2.81155696558708,0.321939636401524
2.22239551282251,1.00000721345717,0.331217376005763,2.3846666128402
-5.04391810853243,3.11120423190638,-1.15750909414837,0.41504831945107
0.79425965394982,-0.985471865225868,1.57001701832405,-2.03946905460965
3.70044082790608,1.83650530725758,1.31194981715807,2.65207899177452
-16.6096404744368,1.0461034012089,1.73696992224484,0.362581300302507
-0.867870135048413,3.10188129443007,3.55325486995574,3.15527984482858
2.79060564282968,1.30486042099653,2.02106516998949,-2.80725393693915
3.1154788820671,3.32192953758168,1.19898731884448,2.93603882638832
2.76938918780976,0.479178186430204,2.51341176644794,0.115490534543478
1.58496730969661,-1.64765305233268,1.73696992224484,2.12520386387369
-16.6096404744368,2.51457569754387,1.51457822225357,2.29677755379418
3.12675879396857,2.46094097022889,-16.6096404744368,2.27130501025403
-0.877489488390973,3.5894096042985,3.86624960038743,3.18075362293528
1.27518579651937,3.33452956181615,1.83650530725758,2.09953903983542
3.68072260856357,1.1979456662689,0.862504411050976,2.47393378518115
2.70044193767022,-0.093094015726452,1.24236693554551,0.862504411050971
0.853787242039428,3.79323485444506,3.65400529121651,1.61005820774621
2.23946898981106,-1.44474556984243,2.67093798921814,2.19994071048866
2.97008626324821,0.704184514184026,1.23447138507791,-4.4754124670258
2.68721479894125,-0.866707161408011,3.06683323021201,3.04439586807866
1.25780379054338,3.38932875701818,1.14439643579798,1.84388481701331
1.22239860430194,3.49842702681912,2.32193098027456,-0.275616978516
2.35472085055213,-3.7898773716142,0.241020306871727,0.20402641646264
0.796474912316949,0.906898289961552,-0.014632201873827,-3.47557294007032
1.88917576451042,0.060134830466494,0.989514892292369,0.397346451299478
2.25154179665237,3.18365030787885,2.59406709719557,2.32193098027456
3.35928291519009,-0.777582846960554,2.67758930205423,1.72085030551158
1.72819973900779,3.00782129807905,3.28876270719749,3.00000180336767
2.73696775820714,-0.253739390984372,-0.362551530567709,2.51457569754387
1.17650403818428,1.44057790656844,2.69849366888006,1.44057790656845
1.00000721345717,1.83007905613178,3.47393248675736,-0.137487654191769
-16.6096404744368,-0.017907300783916,2.16992820742773,1.97615692489087
2.74366240076245,-0.774908758461284,0.395939640771787,-0.847970938277924
-0.445780102681938,1.27462834323619,1.56937050691698,-0.120999711738105
2.60311222186505,2.19216337686978,-1.50897258675179,2.01822732007926
0.370379610373023,1.5417142581026,2.34513832539252,-2.07032873597213
-0.722442220199294,0.559437198297152,-0.368368782218806,2.07800592890653
-1.76548569556543,1.79141754596824,2.32193098027456,3.43740664402518
2.70401738640016,3.65400529121651,0.467789393108013,1.4887523260902
3.40209980828222,2.36155797621983,1.21539524665154,2.44931004291547
2.03953187344058,2.58496490521089,1.55996338763957,-0.436079596123451
-1.37847411367028,3.42269241719203,1.94753632042149,2.08746623582291
0.321939636401524,1.73696992224484,2.90099192564451,2.76938918780976
2.45943424171681,0.981391628970851,-16.6096404744368,1.95936172528513
5.05889412186202,1.75002603607864,-1.40983746020413,-1.07035903161363
-2.53596922635439,3.24792903206915,0.761848770981673,3.4461238531039
2.32193098027456,2.35755481963005,0.321939636401524,-1.80730442861481
0.596112602277371,3.14048285959482,0.673198731114101,1.385127444825
2.65207899177452,2.00000360673309,1.38904779920735,1.83441797967123
2.55799790297831,4.02874982237551,1.07400743422895,2.12063302260883
4.07647168099454,1.87447305253362,2.01707707765993,2.1248945554663
2.58496490521089,1.85244680673611,0.415048319451085,1.90270665701038
-0.313139960978046,1.90689444279016,3.31022404868251,2.0506295554331
0.510204861844548,0.766518350462629,1.19931509091394,2.00000360673309
-2.99988458901311,-1.53601106269066,1.29956614279561,2.54432298941319
-16.6096404744368,2.89481970306468,2.89383638386237,2.70188246981433
-0.222375589992486,-1.17830459116126,0.914760365917491,2.65896536643027
1.16993141340602,1.00000721345717,1.70526115869688,1.20645712913239
1.94190080039124,-0.222375589992492,2.76146228369625,1.83417179927114
0.304866260441005,1.46395232951984,-0.280090400859307,2.34169419583906
1.21658130268826,1.00000721345717,2.34314742406186,2.57031815378207
1.5466393205097,4.04765384797895,-0.695970441639544,-0.999971146387717
2.22239551282251,-1.7224184163203,2.45943424171681,0.736974250310475
-0.847970938277924,3.00000180336767,-1.61886552197724,-1.3590440855154
-1.44053343305202,2.44876075968065,2.34013553947178,3.24792903206915
1.40009262426419,-3.23252514982988,-1.58491922051912,2.5787059251935
2.16992820742773,-4.75449802707916,2.97461651696018,2.32840046269412
0.258080216805428,0.277545877713907,0.833998141705672,1.0365329091463
1.84212436405598,0.395939640771783,-0.62446862353069,-16.6096404744368
3.15200471647606,1.73696992224484,-16.6096404744368,3.23562978012063
2.32193098027456,-0.430614909440787,2.99404435553348,1.47230989950313
0.770526611030271,2.32193098027456,3.05830037251188,2.51245252936918
