TrialNumber,TruePercentage,YourAnswer,Error
1,23.41,33,3.28
2,72.18,63,3.22
3,63.87,73,3.21
4,37.77,32,2.56
5,62.37,56,2.7
6,45.84,33,3.7
7,80.32,85,2.26
8,93.14,100,2.8
9,18.71,11,2.97
10,81.24,71,3.37
11,61.3,68,2.77
12,62.78,50,3.69
13,36.44,35,0.65
14,53.8,50,1.97
15,72.62,85,3.64
17,97,100,1.64
18,15.95,25,3.2
19,78.39,80,0.79
20,35.01,32,1.65
